name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk),discount
HP Pavilion 15,856,47000,79500,60488,2,3,hp_pavilion_15-13,1827,19012
HP Pavilion 15,706,43500,76500,62640,3,2,hp_pavilion_15-14,1828,13860
HP Pavilion 15,753,49000,76500,59175,2,4,hp_pavilion_15-15,1829,17325
HP Pavilion 15,427,46000,86250,75182,5,1,hp_pavilion_15-16,1830,11068
HP Pavilion 15,69,45500,77250,60105,2,2,hp_pavilion_15-17,1831,17145
HP Pavilion 15,231,45000,76500,67838,5,1,hp_pavilion_15-18,1832,8662
HP Pavilion 15,237,48000,75750,52440,1,4,hp_pavilion_15-19,1833,23310
HP Pavilion 15,783,48500,76500,66700,4,4,hp_pavilion_15-20,1834,9800
HP Pavilion 15,208,46500,84000,70875,4,4,hp_pavilion_15-21,1835,13125
HP Pavilion 15,693,46000,80250,69119,5,3,hp_pavilion_15-22,1836,11131
HP Pavilion 15,345,46500,78000,57210,1,1,hp_pavilion_15-23,1837,20790
HP Pavilion 15,682,44000,80250,62307,2,1,hp_pavilion_15-24,1838,17943
Lenovo Legion 5,351,91000,165000,139100,4,4,lenovo_legion_5-0,1839,25900
Lenovo Legion 5,290,91000,153000,113940,2,4,lenovo_legion_5-1,1840,39060
Lenovo Legion 5,536,95000,166500,143263,4,3,lenovo_legion_5-2,1841,23237
Lenovo Legion 5,608,91000,156000,120900,2,2,lenovo_legion_5-3,1842,35100
Lenovo Legion 5,758,88000,163500,123863,3,5,lenovo_legion_5-4,1843,39637
Lenovo Legion 5,174,97000,168000,141375,4,5,lenovo_legion_5-5,1844,26625
Lenovo Legion 5,323,86000,157500,106020,1,2,lenovo_legion_5-6,1845,51480
Lenovo Legion 5,842,98000,163500,128130,2,2,lenovo_legion_5-7,1846,35370
Lenovo Legion 5,197,97000,151500,133788,4,3,lenovo_legion_5-8,1847,17712
Lenovo Legion 5,920,87000,157500,131063,5,5,lenovo_legion_5-9,1848,26437
Lenovo Legion 5,667,95000,159000,136600,4,4,lenovo_legion_5-10,1849,22400
Lenovo Legion 5,923,92000,168000,113280,1,2,lenovo_legion_5-11,1850,54720
Lenovo Legion 5,454,93000,151500,102360,1,4,lenovo_legion_5-12,1851,49140
Lenovo Legion 5,487,88000,168000,124800,2,2,lenovo_legion_5-13,1852,43200
Lenovo Legion 5,932,94000,171000,145975,5,3,lenovo_legion_5-14,1853,25025
Lenovo Legion 5,133,89000,153000,121640,3,4,lenovo_legion_5-15,1854,31360
Lenovo Legion 5,135,98000,154500,130770,3,2,lenovo_legion_5-16,1855,23730
Lenovo Legion 5,669,86000,159000,109725,2,5,lenovo_legion_5-17,1856,49275
Lenovo Legion 5,545,94000,153000,121140,2,2,lenovo_legion_5-18,1857,31860
Lenovo Legion 5,997,92000,171000,114120,1,2,lenovo_legion_5-19,1858,56880
Lenovo Legion 5,899,85000,154500,104460,1,2,lenovo_legion_5-20,1859,50040
Lenovo Legion 5,391,86000,159000,113010,2,4,lenovo_legion_5-21,1860,45990
Dell Latitude 14,239,64400,107100,78918,1,1,dell_latitude_14-0,1861,28182
Dell Latitude 14,214,67200,112350,85938,2,3,dell_latitude_14-1,1862,26412
Dell Latitude 14,164,66500,115500,98350,4,4,dell_latitude_14-2,1863,17150
Dell Latitude 14,993,60200,117600,95501,3,1,dell_latitude_14-3,1864,22099
Dell Latitude 14,406,66500,108150,93573,5,4,dell_latitude_14-4,1865,14577
Dell Latitude 14,933,67900,115500,72660,1,5,dell_latitude_14-5,1866,42840
Dell Latitude 14,668,60900,119700,90888,3,4,dell_latitude_14-6,1867,28812
Dell Latitude 14,89,62300,115500,93156,3,2,dell_latitude_14-7,1868,22344
Dell Latitude 14,718,62300,108150,77889,1,1,dell_latitude_14-8,1869,30261
Dell Latitude 14,738,62300,111300,96600,5,2,dell_latitude_14-9,1870,14700
Dell Latitude 14,686,63000,119700,99855,4,4,dell_latitude_14-10,1871,19845
Dell Latitude 14,294,65100,107100,95550,5,1,dell_latitude_14-11,1872,11550
Dell Latitude 14,977,67200,119700,91350,2,2,dell_latitude_14-12,1873,28350
Dell Latitude 14,22,60900,114450,88211,3,4,dell_latitude_14-13,1874,26239
Dell Latitude 14,788,69300,111300,73500,1,5,dell_latitude_14-14,1875,37800
Dell Latitude 14,128,65100,113400,82971,2,4,dell_latitude_14-15,1876,30429
Dell Latitude 14,171,64400,115500,83307,2,4,dell_latitude_14-16,1877,32193
Dell Latitude 14,251,61600,110250,84709,3,5,dell_latitude_14-17,1878,25541
Dell Latitude 14,524,61600,113400,99155,5,1,dell_latitude_14-18,1879,14245
Dell Latitude 14,398,60900,118650,101325,4,2,dell_latitude_14-19,1880,17325
Dell Latitude 14,498,67200,119700,99488,3,1,dell_latitude_14-20,1881,20212
Dell Latitude 14,24,60200,113400,93450,4,5,dell_latitude_14-21,1882,19950
Dell Latitude 14,906,63700,109200,76440,1,2,dell_latitude_14-22,1883,32760
Dell Latitude 14,899,66500,119700,91770,3,5,dell_latitude_14-23,1884,27930
Dell Latitude 14,553,60900,110250,91744,4,5,dell_latitude_14-24,1885,18506
Dell Latitude 14,331,69300,112350,87166,2,3,dell_latitude_14-25,1886,25184
Dell Latitude 14,628,65800,112350,97222,4,3,dell_latitude_14-26,1887,15128
Dell Latitude 14,733,67900,119700,100275,5,5,dell_latitude_14-27,1888,19425
Dell Latitude 14,52,63000,109200,84252,2,2,dell_latitude_14-28,1889,24948
Samsung Galaxy Book Pro,262,86400,141750,125145,5,2,samsung_galaxy_book_pro-0,1890,16605
Samsung Galaxy Book Pro,848,83700,137700,117450,4,5,samsung_galaxy_book_pro-1,1891,20250
Samsung Galaxy Book Pro,31,85500,145800,124695,5,4,samsung_galaxy_book_pro-2,1892,21105
Samsung Galaxy Book Pro,737,81000,147150,122344,4,5,samsung_galaxy_book_pro-3,1893,24806
Samsung Galaxy Book Pro,773,82800,155250,128082,4,5,samsung_galaxy_book_pro-4,1894,27168
Samsung Galaxy Book Pro,29,89100,148500,132165,4,1,samsung_galaxy_book_pro-5,1895,16335
Samsung Galaxy Book Pro,499,82800,140400,109296,2,2,samsung_galaxy_book_pro-6,1896,31104
Samsung Galaxy Book Pro,271,79200,153900,129623,5,3,samsung_galaxy_book_pro-7,1897,24277
Samsung Galaxy Book Pro,299,88200,147150,130939,5,1,samsung_galaxy_book_pro-8,1898,16211
Samsung Galaxy Book Pro,926,80100,148500,103356,1,1,samsung_galaxy_book_pro-9,1899,45144
Samsung Galaxy Book Pro,725,85500,145800,127710,5,2,samsung_galaxy_book_pro-10,1900,18090
Samsung Galaxy Book Pro,35,81000,147150,127305,5,2,samsung_galaxy_book_pro-11,1901,19845
Samsung Galaxy Book Pro,203,89100,139050,122817,5,3,samsung_galaxy_book_pro-12,1902,16233
Samsung Galaxy Book Pro,291,86400,144450,95688,1,4,samsung_galaxy_book_pro-13,1903,48762
Samsung Galaxy Book Pro,359,77400,140400,118350,5,4,samsung_galaxy_book_pro-14,1904,22050
Samsung Galaxy Book Pro,223,79200,152550,124311,3,1,samsung_galaxy_book_pro-15,1905,28239
Samsung Galaxy Book Pro,234,82800,144450,102837,2,5,samsung_galaxy_book_pro-16,1906,41613
Samsung Galaxy Book Pro,560,87300,136350,95148,1,4,samsung_galaxy_book_pro-17,1907,41202
Samsung Galaxy Book Pro,999,84600,145800,90720,1,5,samsung_galaxy_book_pro-18,1908,55080
Samsung Galaxy Book Pro,695,76500,148500,100980,1,1,samsung_galaxy_book_pro-19,1909,47520
Samsung Galaxy Book Pro,488,80100,155250,101142,1,2,samsung_galaxy_book_pro-20,1910,54108
Samsung Galaxy Book Pro,448,81900,152550,131355,5,2,samsung_galaxy_book_pro-21,1911,21195
Samsung Galaxy Book Pro,552,81000,144450,127002,5,1,samsung_galaxy_book_pro-22,1912,17448
Samsung Galaxy Book Pro,816,78300,139050,91665,1,3,samsung_galaxy_book_pro-23,1913,47385
Samsung Galaxy Book Pro,692,81900,149850,107042,2,4,samsung_galaxy_book_pro-24,1914,42808
Samsung Galaxy Book Pro,269,85500,155250,92475,1,5,samsung_galaxy_book_pro-25,1915,62775
Samsung Galaxy Book Pro,48,81000,144450,107332,2,3,samsung_galaxy_book_pro-26,1916,37118
Samsung Galaxy Book Pro,107,89100,152550,133515,5,2,samsung_galaxy_book_pro-27,1917,19035
Google Pixelbook Go,166,52200,91800,78930,4,3,google_pixelbook_go-0,1918,12870
Google Pixelbook Go,288,55200,93600,72864,2,2,google_pixelbook_go-1,1919,20736
Google Pixelbook Go,417,58800,92700,82530,4,2,google_pixelbook_go-2,1920,10170
Google Pixelbook Go,479,59400,95400,85500,4,1,google_pixelbook_go-3,1921,9900
Google Pixelbook Go,891,57600,92700,69008,2,5,google_pixelbook_go-4,1922,23692
Google Pixelbook Go,728,58800,101700,76604,2,3,google_pixelbook_go-5,1923,25096
Google Pixelbook Go,218,58800,92700,82530,4,2,google_pixelbook_go-6,1924,10170
Google Pixelbook Go,860,58800,100800,85050,4,5,google_pixelbook_go-7,1925,15750
Google Pixelbook Go,512,57600,103500,86288,5,5,google_pixelbook_go-8,1926,17212
Google Pixelbook Go,304,51600,94500,71978,3,5,google_pixelbook_go-9,1927,22522
Google Pixelbook Go,983,51600,97200,61632,1,3,google_pixelbook_go-10,1928,35568
Google Pixelbook Go,733,55200,96300,77600,3,3,google_pixelbook_go-11,1929,18700
Google Pixelbook Go,718,55800,101700,82422,3,2,google_pixelbook_go-12,1930,19278
Google Pixelbook Go,538,58200,92700,67860,1,2,google_pixelbook_go-13,1931,24840
Google Pixelbook Go,523,55200,93600,74592,2,1,google_pixelbook_go-14,1932,19008
Google Pixelbook Go,281,54600,102600,76680,2,2,google_pixelbook_go-15,1933,25920
Google Pixelbook Go,643,51000,99900,67626,1,1,google_pixelbook_go-16,1934,32274
Google Pixelbook Go,863,58800,93600,80550,5,5,google_pixelbook_go-17,1935,13050
Google Pixelbook Go,243,54000,97200,58320,1,5,google_pixelbook_go-18,1936,38880
Google Pixelbook Go,615,59400,94500,69228,1,2,google_pixelbook_go-19,1937,25272
Google Pixelbook Go,450,52200,90900,76388,4,5,google_pixelbook_go-20,1938,14512
Google Pixelbook Go,893,51600,96300,79091,3,1,google_pixelbook_go-21,1939,17209
Google Pixelbook Go,627,58200,103500,89910,5,2,google_pixelbook_go-22,1940,13590
Google Pixelbook Go,251,53400,91800,78360,5,4,google_pixelbook_go-23,1941,13440
Google Pixelbook Go,367,58800,95400,76185,3,5,google_pixelbook_go-24,1942,19215
Google Pixelbook Go,772,59400,103500,90270,5,2,google_pixelbook_go-25,1943,13230
Google Pixelbook Go,33,55200,95400,79923,3,1,google_pixelbook_go-26,1944,15477
Google Pixelbook Go,246,53400,100800,70938,2,4,google_pixelbook_go-27,1945,29862
Google Pixelbook Go,591,52200,92700,65970,1,1,google_pixelbook_go-28,1946,26730
iPhone 13,121,70400,128400,111000,5,2,iphone_13-0,1947,17400
iPhone 13,728,75200,124800,98760,3,5,iphone_13-1,1948,26040
iPhone 13,339,73600,127200,112460,5,1,iphone_13-2,1949,14740
iPhone 13,415,77600,130800,113510,4,3,iphone_13-3,1950,17290
iPhone 13,427,79200,133200,117000,5,2,iphone_13-4,1951,16200
iPhone 13,807,76000,128400,108750,4,5,iphone_13-5,1952,19650
iPhone 13,195,75200,126000,89424,1,2,iphone_13-6,1953,36576
iPhone 13,268,76800,132000,114060,4,3,iphone_13-7,1954,17940
iPhone 13,964,72800,132000,105064,3,3,iphone_13-8,1955,26936
iPhone 13,569,68000,135600,104842,3,3,iphone_13-9,1956,30758
iPhone 13,22,75200,127200,110300,5,3,iphone_13-10,1957,16900
iPhone 13,658,76800,127200,93936,1,1,iphone_13-11,1958,33264
iPhone 13,548,68800,121200,104170,4,3,iphone_13-12,1959,17030
iPhone 13,127,71200,130800,98616,2,2,iphone_13-13,1960,32184
iPhone 13,966,74400,126000,110520,4,2,iphone_13-14,1961,15480
iPhone 13,254,69600,122400,102072,3,1,iphone_13-15,1962,20328
iPhone 13,506,72000,127200,87456,1,2,iphone_13-16,1963,39744
iPhone 13,357,76000,130800,103674,2,1,iphone_13-17,1964,27126
iPhone 13,881,76000,135600,113250,4,5,iphone_13-18,1965,22350
iPhone 13,878,73600,132000,105428,3,3,iphone_13-19,1966,26572
Samsung Galaxy S21 Ultra,579,88200,148500,128903,4,3,samsung_galaxy_s21_ultra-0,1967,19597
Samsung Galaxy S21 Ultra,590,85500,136350,119824,5,3,samsung_galaxy_s21_ultra-1,1968,16526
Samsung Galaxy S21 Ultra,285,76500,153900,84240,1,5,samsung_galaxy_s21_ultra-2,1969,69660
Samsung Galaxy S21 Ultra,97,84600,155250,108621,1,1,samsung_galaxy_s21_ultra-3,1970,46629
Samsung Galaxy S21 Ultra,539,86400,145800,118773,3,3,samsung_galaxy_s21_ultra-4,1971,27027
Samsung Galaxy S21 Ultra,196,87300,141750,118881,3,2,samsung_galaxy_s21_ultra-5,1972,22869
Samsung Galaxy S21 Ultra,806,82800,141750,112570,2,1,samsung_galaxy_s21_ultra-6,1973,29180
Samsung Galaxy S21 Ultra,741,77400,140400,123075,4,1,samsung_galaxy_s21_ultra-7,1974,17325
Samsung Galaxy S21 Ultra,903,80100,153900,107406,2,4,samsung_galaxy_s21_ultra-8,1975,46494
Samsung Galaxy S21 Ultra,547,84600,143100,103613,2,5,samsung_galaxy_s21_ultra-9,1976,39487
Samsung Galaxy S21 Ultra,128,81000,144450,107332,2,3,samsung_galaxy_s21_ultra-10,1977,37118
Samsung Galaxy S21 Ultra,266,87300,145800,107190,1,1,samsung_galaxy_s21_ultra-11,1978,38610
Samsung Galaxy S21 Ultra,549,86400,155250,136317,4,1,samsung_galaxy_s21_ultra-12,1979,18933
Samsung Galaxy S21 Ultra,408,81900,143100,126270,4,1,samsung_galaxy_s21_ultra-13,1980,16830
Samsung Galaxy S21 Ultra,373,86400,137700,122310,5,2,samsung_galaxy_s21_ultra-14,1981,15390
Samsung Galaxy S21 Ultra,461,80100,148500,122850,5,5,samsung_galaxy_s21_ultra-15,1982,25650
Samsung Galaxy S21 Ultra,411,84600,145800,122850,5,5,samsung_galaxy_s21_ultra-16,1983,22950
Samsung Galaxy S21 Ultra,742,86400,145800,113724,2,2,samsung_galaxy_s21_ultra-17,1984,32076
Samsung Galaxy S21 Ultra,69,78300,139050,108979,2,1,samsung_galaxy_s21_ultra-18,1985,30071
Samsung Galaxy S21 Ultra,784,89100,139050,118071,3,2,samsung_galaxy_s21_ultra-19,1986,20979
Samsung Galaxy S21 Ultra,852,89100,144450,126462,5,3,samsung_galaxy_s21_ultra-20,1987,17988
Samsung Galaxy S21 Ultra,248,83700,144450,124707,4,3,samsung_galaxy_s21_ultra-21,1988,19743
Samsung Galaxy S21 Ultra,26,82800,141750,122592,4,3,samsung_galaxy_s21_ultra-22,1989,19158
Samsung Galaxy S21 Ultra,497,78300,148500,122175,5,5,samsung_galaxy_s21_ultra-23,1990,26325
Samsung Galaxy S21 Ultra,220,83700,144450,123188,5,4,samsung_galaxy_s21_ultra-24,1991,21262
Samsung Galaxy S21 Ultra,364,79200,137700,106988,3,5,samsung_galaxy_s21_ultra-25,1992,30712
Samsung Galaxy S21 Ultra,805,87300,141750,116976,3,3,samsung_galaxy_s21_ultra-26,1993,24774
Samsung Galaxy S21 Ultra,889,84600,152550,132165,4,2,samsung_galaxy_s21_ultra-27,1994,20385
Samsung Galaxy S21 Ultra,915,86400,152550,129398,5,4,samsung_galaxy_s21_ultra-28,1995,23152
Samsung Galaxy S21 Ultra,400,85500,144450,104659,2,5,samsung_galaxy_s21_ultra-29,1996,39791
Google Pixel 6 Pro,627,75650,141525,108917,2,1,google_pixel_6_pro-0,1997,32608
Google Pixel 6 Pro,656,79050,132600,98864,2,4,google_pixel_6_pro-1,1998,33736
Google Pixel 6 Pro,298,74800,130050,83640,1,4,google_pixel_6_pro-2,1999,46410
Google Pixel 6 Pro,873,80750,128775,102842,2,2,google_pixel_6_pro-3,2000,25933
Google Pixel 6 Pro,135,76500,146625,122082,5,4,google_pixel_6_pro-4,2001,24543
Google Pixel 6 Pro,814,79900,136425,92336,1,3,google_pixel_6_pro-5,2002,44089
Google Pixel 6 Pro,341,77350,135150,101337,2,3,google_pixel_6_pro-6,2003,33813
Google Pixel 6 Pro,339,84150,144075,93738,1,4,google_pixel_6_pro-7,2004,50337
Google Pixel 6 Pro,360,79900,137700,96084,1,2,google_pixel_6_pro-8,2005,41616
Google Pixel 6 Pro,627,77350,142800,121529,4,3,google_pixel_6_pro-9,2006,21271
Google Pixel 6 Pro,257,72250,130050,112710,4,2,google_pixel_6_pro-10,2007,17340
Google Pixel 6 Pro,791,81600,133875,99374,1,1,google_pixel_6_pro-11,2008,34501
Google Pixel 6 Pro,50,82450,142800,102969,1,1,google_pixel_6_pro-12,2009,39831
Google Pixel 6 Pro,620,73100,131325,110947,5,4,google_pixel_6_pro-13,2010,20378
Google Pixel 6 Pro,679,75650,141525,98048,1,1,google_pixel_6_pro-14,2011,43477
Google Pixel 6 Pro,819,77350,138975,120488,5,2,google_pixel_6_pro-15,2012,18487
Google Pixel 6 Pro,654,74800,144075,110131,3,4,google_pixel_6_pro-16,2013,33944
Google Pixel 6 Pro,321,73950,131325,114113,5,2,google_pixel_6_pro-17,2014,17212
Google Pixel 6 Pro,239,73100,142800,105162,2,2,google_pixel_6_pro-18,2015,37638
Google Pixel 6 Pro,121,77350,135150,104805,3,5,google_pixel_6_pro-19,2016,30345
Google Pixel 6 Pro,493,73100,133875,114124,4,3,google_pixel_6_pro-20,2017,19751
Google Pixel 6 Pro,226,83300,141525,125514,4,1,google_pixel_6_pro-21,2018,16011
Google Pixel 6 Pro,876,75650,133875,109421,3,2,google_pixel_6_pro-22,2019,24454
Google Pixel 6 Pro,189,76500,136425,109160,3,3,google_pixel_6_pro-23,2020,27265
Google Pixel 6 Pro,488,84150,145350,126990,4,2,google_pixel_6_pro-24,2021,18360
Google Pixel 6 Pro,260,82450,128775,112562,5,4,google_pixel_6_pro-25,2022,16213
Google Pixel 6 Pro,172,75650,135150,94988,2,5,google_pixel_6_pro-26,2023,40162
Google Pixel 6 Pro,759,83300,137700,111044,3,4,google_pixel_6_pro-27,2024,26656
OnePlus 9 Pro,122,76800,138000,116580,4,4,oneplus_9_pro-0,2025,21420
OnePlus 9 Pro,350,68800,134400,104552,3,3,oneplus_9_pro-1,2026,29848
OnePlus 9 Pro,268,72800,124800,106600,4,4,oneplus_9_pro-2,2027,18200
OnePlus 9 Pro,980,69600,133200,95994,2,3,oneplus_9_pro-3,2028,37206
OnePlus 9 Pro,327,76800,129600,115080,4,1,oneplus_9_pro-4,2029,14520
OnePlus 9 Pro,844,68800,123600,108530,4,1,oneplus_9_pro-5,2030,15070
OnePlus 9 Pro,739,72800,124800,105300,4,5,oneplus_9_pro-6,2031,19500
OnePlus 9 Pro,280,79200,126000,111960,4,2,oneplus_9_pro-7,2032,14040
OnePlus 9 Pro,545,68800,135600,87504,1,2,oneplus_9_pro-8,2033,48096
OnePlus 9 Pro,938,68800,123600,104420,5,4,oneplus_9_pro-9,2034,19180
OnePlus 9 Pro,556,72000,138000,102360,2,2,oneplus_9_pro-10,2035,35640
OnePlus 9 Pro,516,72800,127200,98640,3,5,oneplus_9_pro-11,2036,28560
OnePlus 9 Pro,797,78400,124800,112040,4,1,oneplus_9_pro-12,2037,12760
OnePlus 9 Pro,642,76000,135600,114740,4,4,oneplus_9_pro-13,2038,20860
OnePlus 9 Pro,618,69600,138000,94908,2,4,oneplus_9_pro-14,2039,43092
OnePlus 9 Pro,727,68800,130800,112200,4,2,oneplus_9_pro-15,2040,18600
OnePlus 9 Pro,722,72000,122400,102996,3,1,oneplus_9_pro-16,2041,19404
OnePlus 9 Pro,47,76000,124800,83808,1,4,oneplus_9_pro-17,2042,40992
OnePlus 9 Pro,239,69600,136800,111600,4,5,oneplus_9_pro-18,2043,25200
OnePlus 9 Pro,410,79200,136800,116640,4,4,oneplus_9_pro-19,2044,20160
OnePlus 9 Pro,317,71200,124800,98268,2,1,oneplus_9_pro-20,2045,26532
OnePlus 9 Pro,206,76800,127200,113340,5,1,oneplus_9_pro-21,2046,13860
OnePlus 9 Pro,681,75200,128400,109780,5,4,oneplus_9_pro-22,2047,18620
OnePlus 9 Pro,671,75200,124800,80160,1,5,oneplus_9_pro-23,2048,44640
OnePlus 9 Pro,103,70400,128400,97080,2,2,oneplus_9_pro-24,2049,31320
OnePlus 9 Pro,515,76800,133200,85824,1,4,oneplus_9_pro-25,2050,47376
OnePlus 9 Pro,90,76800,129600,93960,2,5,oneplus_9_pro-26,2051,35640
OnePlus 9 Pro,714,73600,124800,101504,3,3,oneplus_9_pro-27,2052,23296
OnePlus 9 Pro,699,73600,127200,104688,3,2,oneplus_9_pro-28,2053,22512
OnePlus 9 Pro,747,79200,130800,115320,5,2,oneplus_9_pro-29,2054,15480
Xiaomi Mi 11,586,59500,112350,95174,5,3,xiaomi_mi_11-0,2055,17176
Xiaomi Mi 11,262,61600,120750,67515,1,5,xiaomi_mi_11-1,2056,53235
Xiaomi Mi 11,613,64400,108150,82557,2,3,xiaomi_mi_11-2,2057,25593
Xiaomi Mi 11,433,60200,112350,84189,2,2,xiaomi_mi_11-3,2058,28161
Xiaomi Mi 11,107,66500,110250,73500,1,4,xiaomi_mi_11-4,2059,36750
Xiaomi Mi 11,899,62300,108150,66885,1,5,xiaomi_mi_11-5,2060,41265
Xiaomi Mi 11,266,61600,109200,77784,1,1,xiaomi_mi_11-6,2061,31416
Xiaomi Mi 11,192,68600,107100,88043,2,1,xiaomi_mi_11-7,2062,19057
Xiaomi Mi 11,28,59500,111300,85918,3,4,xiaomi_mi_11-8,2063,25382
Xiaomi Mi 11,559,61600,111300,82226,2,3,xiaomi_mi_11-9,2064,29074
Xiaomi Mi 11,772,68600,106050,81333,1,1,xiaomi_mi_11-10,2065,24717
Xiaomi Mi 11,784,61600,117600,99400,5,3,xiaomi_mi_11-11,2066,18200
Xiaomi Mi 11,383,66500,115500,100800,5,2,xiaomi_mi_11-12,2067,14700
Xiaomi Mi 11,429,65800,119700,71190,1,5,xiaomi_mi_11-13,2068,48510
Xiaomi Mi 11,591,60900,117600,97755,4,4,xiaomi_mi_11-14,2069,19845
Xiaomi Mi 11,603,63700,110250,93958,5,4,xiaomi_mi_11-15,2070,16292
Xiaomi Mi 11,236,69300,111300,96600,5,4,xiaomi_mi_11-16,2071,14700
Xiaomi Mi 11,629,69300,112350,81354,1,2,xiaomi_mi_11-17,2072,30996
Xiaomi Mi 11,311,59500,116550,96583,5,4,xiaomi_mi_11-18,2073,19967
Xiaomi Mi 11,352,63000,106050,92059,5,3,xiaomi_mi_11-19,2074,13991
Xiaomi Mi 11,85,65800,109200,81858,2,4,xiaomi_mi_11-20,2075,27342
Xiaomi Mi 11,30,65800,110250,72912,1,4,xiaomi_mi_11-21,2076,37338
Xiaomi Mi 11,930,60900,108150,65625,1,5,xiaomi_mi_11-22,2077,42525
Xiaomi Mi 11,683,65800,110250,96915,4,2,xiaomi_mi_11-23,2078,13335
Xiaomi Mi 11,820,60200,119700,103338,4,1,xiaomi_mi_11-24,2079,16362
iPhone SE (2022),260,43500,86250,73425,5,2,iphone_se_2022-0,2080,12825
iPhone SE (2022),172,44500,85500,59670,2,4,iphone_se_2022-1,2081,25830
iPhone SE (2022),719,49500,84000,59160,1,2,iphone_se_2022-2,2082,24840
iPhone SE (2022),172,47500,78000,50550,1,5,iphone_se_2022-3,2083,27450
iPhone SE (2022),505,46000,77250,51000,1,4,iphone_se_2022-4,2084,26250
iPhone SE (2022),163,44500,80250,69525,4,2,iphone_se_2022-5,2085,10725
iPhone SE (2022),603,45500,80250,68957,5,3,iphone_se_2022-6,2086,11293
iPhone SE (2022),481,47000,77250,68932,4,1,iphone_se_2022-7,2087,8318
iPhone SE (2022),560,43000,86250,60949,2,3,iphone_se_2022-8,2088,25301
iPhone SE (2022),131,48000,78750,67988,4,4,iphone_se_2022-9,2089,10762
iPhone SE (2022),990,46500,85500,73800,4,2,iphone_se_2022-10,2090,11700
iPhone SE (2022),225,43000,78750,64987,3,1,iphone_se_2022-11,2091,13763
iPhone SE (2022),339,48500,79500,70975,5,1,iphone_se_2022-12,2092,8525
iPhone SE (2022),597,44000,84000,57600,1,1,iphone_se_2022-13,2093,26400
iPhone SE (2022),925,47000,76500,53490,1,3,iphone_se_2022-14,2094,23010
iPhone SE (2022),437,49500,81000,61155,2,4,iphone_se_2022-15,2095,19845
iPhone SE (2022),442,46500,81750,63244,3,5,iphone_se_2022-16,2096,18506
iPhone SE (2022),442,49000,80250,63844,3,5,iphone_se_2022-17,2097,16406
iPhone SE (2022),753,44000,75750,55748,2,4,iphone_se_2022-18,2098,20002
iPhone SE (2022),821,45000,77250,58384,2,3,iphone_se_2022-19,2099,18866
iPhone SE (2022),822,45500,75750,56693,2,4,iphone_se_2022-20,2100,19057
iPhone SE (2022),63,46500,76500,51300,1,4,iphone_se_2022-21,2101,25200
iPhone SE (2022),867,48000,84750,70602,3,1,iphone_se_2022-22,2102,14148
iPhone SE (2022),524,43000,84000,49560,1,4,iphone_se_2022-23,2103,34440
iPhone SE (2022),542,43000,78000,64875,5,5,iphone_se_2022-24,2104,13125
iPhone SE (2022),559,45000,81750,71644,4,1,iphone_se_2022-25,2105,10106
iPhone SE (2022),336,43500,76500,58680,2,2,iphone_se_2022-26,2106,17820
Samsung Galaxy Z Fold 3,789,141000,236250,210057,4,1,samsung_galaxy_z_fold_3-0,2107,26193
Samsung Galaxy Z Fold 3,72,142500,258750,223875,4,2,samsung_galaxy_z_fold_3-1,2108,34875
Samsung Galaxy Z Fold 3,894,135000,247500,210938,5,3,samsung_galaxy_z_fold_3-2,2109,36562
Samsung Galaxy Z Fold 3,947,135000,234000,171630,2,4,samsung_galaxy_z_fold_3-3,2110,62370
Samsung Galaxy Z Fold 3,284,130500,256500,173340,1,1,samsung_galaxy_z_fold_3-4,2111,83160
Samsung Galaxy Z Fold 3,533,139500,234000,170213,2,5,samsung_galaxy_z_fold_3-5,2112,63787
Samsung Galaxy Z Fold 3,807,136500,238500,174240,2,4,samsung_galaxy_z_fold_3-6,2113,64260
Samsung Galaxy Z Fold 3,634,135000,245250,152640,1,4,samsung_galaxy_z_fold_3-7,2114,92610
Samsung Galaxy Z Fold 3,639,147000,249750,211219,5,5,samsung_galaxy_z_fold_3-8,2115,38531
Samsung Galaxy Z Fold 3,407,127500,243000,208350,4,2,samsung_galaxy_z_fold_3-9,2116,34650
Samsung Galaxy Z Fold 3,239,142500,249750,191835,2,2,samsung_galaxy_z_fold_3-10,2117,57915
Samsung Galaxy Z Fold 3,674,148500,231750,193872,3,3,samsung_galaxy_z_fold_3-11,2118,37878
Samsung Galaxy Z Fold 3,188,130500,247500,189585,2,1,samsung_galaxy_z_fold_3-12,2119,57915
Samsung Galaxy Z Fold 3,161,147000,234000,207900,4,2,samsung_galaxy_z_fold_3-13,2120,26100
Samsung Galaxy Z Fold 3,194,138000,243000,214125,5,1,samsung_galaxy_z_fold_3-14,2121,28875
Samsung Galaxy Z Fold 3,561,133500,234000,184253,2,1,samsung_galaxy_z_fold_3-15,2122,49747
Samsung Galaxy Z Fold 3,888,141000,231750,196812,3,1,samsung_galaxy_z_fold_3-16,2123,34938
Samsung Galaxy Z Fold 3,294,138000,243000,187875,3,5,samsung_galaxy_z_fold_3-17,2124,55125
Samsung Galaxy Z Fold 3,881,138000,231750,192375,3,2,samsung_galaxy_z_fold_3-18,2125,39375
Samsung Galaxy Z Fold 3,101,136500,243000,211050,4,2,samsung_galaxy_z_fold_3-19,2126,31950
Samsung Galaxy Z Fold 3,481,130500,236250,195537,3,1,samsung_galaxy_z_fold_3-20,2127,40713
